"lieu";"cellule";"cellule_id";"reference";"objet";"base_id";"type";"plugin_placement";"plugin_objet";"concerne_keizaal";"desactive_initialement";"activation_conditionnelle";"script";"x";"y";"z"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD2B0";"Assiette";"skyrim.esm|0B9BD0";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1743.423828125";"2219.578857421875";"384.7167663574219"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD2AF";"Assiette";"skyrim.esm|0B9BD0";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1741.4444580078125";"2220.21240234375";"381.0989074707031"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD2AE";"Pichet";"skyrim.esm|0B9BD6";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1742.1485595703125";"2178.391845703125";"381.5118103027344"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD2AD";"Tasse";"skyrim.esm|0B9BDC";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1863.1229248046875";"2325.317138671875";"423.09527587890625"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD2A9";"Bol";"skyrim.esm|0B9BD8";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2409.172607421875";"2180.010009765625";"372.91204833984375"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD299";"Panier";"skyrim.esm|012FE8";"MISC";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"2279.868408203125";"2070.468994140625";"-30000"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD298";"Panier";"skyrim.esm|012FEB";"MISC";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"2345.301025390625";"1954.919189453125";"-30000"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD297";"Grand sac";"skyrim.esm|097F70";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"2344.500244140625";"2013.982421875";"-30000"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD296";"Grand sac";"skyrim.esm|097F6C";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"2228.81591796875";"2053.47412109375";"-30000"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD295";"Grand sac";"skyrim.esm|097F70";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"2410.528564453125";"1991.4085693359375";"-30000"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD294";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2422.1845703125";"1918.32958984375";"317.4990539550781"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD292";"Tonneau";"skyrim.esm|092B10";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2436.641357421875";"2060.476318359375";"317.40020751953125"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD28F";"Coffre";"skyrim.esm|021363";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"false";"false";"false";"2322.84912109375";"2072.17431640625";"373.9780578613281"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD28E";"Guéridon";"skyrim.esm|07DF28";"CONT";"Skyrim.esm";"HearthFires.esm";"true";"false";"false";"false";"2330.3251953125";"2095.800537109375";"317.49908447265625"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD28B";"Armoire";"skyrim.esm|06B303";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2422.231201171875";"2193.690673828125";"568.0460205078125"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD288";"Commode";"skyrim.esm|021365";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1810.2562255859375";"2274.9736328125";"568.0460205078125"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD287";"Table basse";"skyrim.esm|021366";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1764.746826171875";"2061.861083984375";"568.0460205078125"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD282";"Commode";"skyrim.esm|021365";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"false";"false";"false";"2427.855224609375";"1732.945556640625";"317.49908447265625"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD27D";"Placard";"skyrim.esm|0C4D4F";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2375.250244140625";"2185.203369140625";"317.49908447265625"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0CD277";"Placard";"skyrim.esm|021364";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1842.95849609375";"2321.96728515625";"315.79815673828125"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0E4C44";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1766.232666015625";"2055.25732421875";"645.7279663085938"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0E4C43";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1772.5010986328125";"2046.756591796875";"643.2215576171875"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0E4C42";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1763.0247802734375";"2048.30859375";"642.411865234375"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0E4C41";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1774.345458984375";"2057.181396484375";"636.9996337890625"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0E4C40";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1761.62060546875";"2059.858154296875";"636.3294067382812"
"Maison d'Uthgerd";"Uthgerd's House";"skyrim.esm|0918D3";"skyrim.esm|0E4C3F";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1763.2696533203125";"2047.7718505859375";"637.2046508789062"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|019DD3";"Sibbi Roncenoir";"skyrim.esm|01337B";"NPC_";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"true";"426.1162109375";"657.390625";"255.8000030517578"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A904D";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1485.0875244140625";"-1358.276123046875";"255.99993896484375"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A9038";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"936";"-1452";"256"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8C7C";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1107.03759765625";"-165.6552734375";"15.413618087768555"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8C45";"Petit sac";"skyrim.esm|097F51";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1188.99072265625";"155.87380981445312";"268.156982421875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8C44";"Grand sac";"skyrim.esm|097F70";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1193.80810546875";"178.83743286132812";"274.58245849609375"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8C43";"Sac";"skyrim.esm|097F66";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"868.79833984375";"329.7869567871094";"267.5208435058594"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8C42";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"850.5507202148438";"354.162353515625";"272.5997009277344"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8C41";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"909.0153198242188";"430.4739990234375";"0"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8C1D";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"668.27392578125";"338.3436584472656";"254.3191680908203"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8B4A";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1710.3975830078125";"-576.8645629882812";"314.4996337890625"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A93EE";"Petit sac";"skyrim.esm|097F51";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2050.579345703125";"-1994.790771484375";"-327.5985107421875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A93F4";"Petit sac";"skyrim.esm|097F51";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2032.4964599609375";"-1024.9071044921875";"198.5860595703125"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A93F7";"Grand sac";"skyrim.esm|097F6E";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2439.44482421875";"285.8486328125";"105.23162078857422"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|04449A";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1679.4288330078125";"-1985.375732421875";"-325.5448303222656"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|044499";"Sac";"skyrim.esm|097F64";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1626.774658203125";"-1588.87060546875";"-311.503173828125"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|044498";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1658.52587890625";"-1586.8756103515625";"-314.9113464355469"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|04401D";"Sac";"skyrim.esm|097F68";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2003.9320068359375";"-1006.72607421875";"203.23565673828125"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|043EF0";"Grand sac";"skyrim.esm|097F70";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1953.9737548828125";"-129.62921142578125";"158.40020751953125"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|043EDA";"Grand sac";"skyrim.esm|097F70";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2254.569091796875";"-589.4025268554688";"186.06590270996094"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|043C8B";"Sac";"skyrim.esm|097F68";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2608.8310546875";"394.6404113769531";"123.06111145019531"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|043C89";"Sac";"skyrim.esm|097F66";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2596.64208984375";"404.23175048828125";"124.41081237792969"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|04493A";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1127.905517578125";"-1882.6478271484375";"449.22674560546875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|044923";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"752.0635375976562";"-2031.340087890625";"402.0568542480469"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|044924";"Sac";"skyrim.esm|097F64";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"716.7918090820312";"-2016.352783203125";"468.9696960449219"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|044925";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"777.2401733398438";"-2028.170654296875";"394.55108642578125"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|03F2E6";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1445.7008056640625";"-1371.0775146484375";"265.18096923828125"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|03F60D";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1123.0736083984375";"-432.2846374511719";"322.5998229980469"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|03F86B";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1123.1512451171875";"-451.85504150390625";"327.1219482421875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|03FC56";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"675.0477905273438";"-155.5913543701172";"272.1008605957031"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|03FC60";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"680.1598510742188";"-203.02133178710938";"307.1199951171875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|03FE03";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1207.0185546875";"-99.2906723022461";"66.72665405273438"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|04056D";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"520.8037719726562";"-1127.093017578125";"275.123779296875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0445D7";"Grand sac";"skyrim.esm|097F6E";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2459.081787109375";"-2522.703857421875";"22.047439575195312"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0445D6";"Grand sac";"skyrim.esm|097F6C";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2366.766845703125";"-2646.199462890625";"-42.0129280090332"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8226";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"405.9488525390625";"-489.32818603515625";"144.8721160888672"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8230";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"552.5368041992188";"-407.41058349609375";"196.80474853515625"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8231";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"410.40740966796875";"-542.2686157226562";"193.96044921875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A8232";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"416.5011291503906";"-548.681884765625";"197.65966796875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0A823B";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"422.4247131347656";"-450.6803894042969";"150.75685119628906"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E81FB";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"833.7626342773438";"410.243896484375";"71.43599700927734"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8202";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"813.9265747070312";"417.4413146972656";"62.24818801879883"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8346";"Black-Briar Mead";"skyrim.esm|02C35A";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"285.40216064453125";"569.2102661132812";"324.4548034667969"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8345";"Black-Briar Mead";"skyrim.esm|02C35A";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"279.26092529296875";"555.69970703125";"319.5723571777344"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8340";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"406.51434326171875";"415.7750549316406";"271.8446044921875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8336";"Bread";"skyrim.esm|065C98";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"310.2456359863281";"541.4227294921875";"324.0009460449219"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8335";"Bread";"skyrim.esm|065C98";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"290.148193359375";"466.009521484375";"321.9688720703125"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8305";"Armoire";"skyrim.esm|06B303";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"280";"664";"255.8000030517578"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E82FE";"Armoire";"skyrim.esm|0C2A05";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"552";"875.4576416015625";"256"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8361";"Bread";"skyrim.esm|065C98";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1580.5677490234375";"813.8255004882812";"320.8110046386719"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E7DDA";"Bread";"skyrim.esm|065C98";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1497.8494873046875";"-11.446318626403809";"321.0797424316406"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E7E38";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1482.52734375";"-46.1063117980957";"326.47113037109375"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E7E40";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"690.2863159179688";"-202.39199829101562";"309.7760314941406"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E7FDB";"Bread";"skyrim.esm|065C97";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1116.024658203125";"-490.7479248046875";"318.2525634765625"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8013";"Bread";"skyrim.esm|065C97";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1117.3212890625";"-478.00958251953125";"322.33807373046875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E809F";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1551.8106689453125";"-1378.4346923828125";"318.15325927734375"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E80A0";"Green Apple";"skyrim.esm|064B2F";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1541.455322265625";"-1370.8890380859375";"318.15325927734375"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E80A6";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1693.9188232421875";"-1175.17724609375";"322.2354431152344"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E80A7";"Bread";"skyrim.esm|065C98";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1681.6593017578125";"-1197.6839599609375";"318.2488098144531"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8110";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1132.9656982421875";"-1985.748291015625";"446.2698974609375"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8146";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"778.8403930664062";"-1112.5882568359375";"328.54248046875"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8147";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"759.7761840820312";"-1129.0732421875";"322.01690673828125"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E814F";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"748.5745849609375";"-1134.7752685546875";"324.0874328613281"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E8172";"Grand sac";"skyrim.esm|097F6C";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1117.2239990234375";"-447.56536865234375";"69.1874771118164"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E818E";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1198.297119140625";"-93.6492691040039";"69.78851318359375"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E81F3";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"515.9642333984375";"564.724609375";"62"
"Prison de Faillaise";"Prison de Faillaise";"skyrim.esm|0A8B23";"skyrim.esm|0E81F4";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"534.5525512695312";"563.7222900390625";"66.54534149169922"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|058E25";"Coffre";"skyrim.esm|03AC21";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-2337.575439453125";"5521.2490234375";"-1013.5435791015625"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|063BFC";"Coffre";"skyrim.esm|03AC21";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"776.4550170898438";"1961.320556640625";"-512"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|0BE606";"Coffre";"skyrim.esm|020650";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-10562.6689453125";"1061.5208740234375";"-2031.275390625"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|0BE609";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-2360.886474609375";"5309.9697265625";"-1000.3372192382812"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|0BE608";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-2378.83935546875";"5426.24755859375";"-1000.2183837890625"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|0BFF61";"Coffre";"skyrim.esm|02069A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-8940.5126953125";"-962.3525390625";"-1466.1683349609375"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|0F14FF";"Bread";"skyrim.esm|065C97";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"-1845.99072265625";"5788.765625";"-960.9006958007812"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|0F14FD";"Leek";"skyrim.esm|0669A5";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"-1998.2767333984375";"5933.55859375";"-934.5032958984375"
"Mzinchaleft";"Mzinchaleft";"skyrim.esm|01523D";"skyrim.esm|0F14FC";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1155.4781494140625";"2432.0390625";"-505.92449951171875"
